Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
444,316,"""Gulpin""","""Stomach Pokemon""",NULL,NULL,NULL,0.4,10.3,"""Poison""",NULL,"""Liquid Ooze""","""The oozed liquid has a strong stench, which damages attackers using any draining move.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",70,43,53,43,53,40,302,1,0,0,0,0,0,1,225,"""Fluctuating""",1640000,60,"""Amorphous""",NULL,20,NULL,NULL
445,317,"""Swalot""","""Poison Bag Pokemon""",NULL,NULL,NULL,1.7,80.0,"""Poison""",NULL,"""Liquid Ooze""","""The oozed liquid has a strong stench, which damages attackers using any draining move.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",100,73,83,73,83,55,467,2,0,0,0,0,0,2,75,"""Fluctuating""",1640000,163,"""Amorphous""",NULL,20,444,"""Level 26"""
446,318,"""Carvanha""","""Savage Pokemon""",NULL,NULL,NULL,0.8,20.8,"""Water""","""Dark""","""Rough Skin""","""This Pokémon inflicts damage with its rough skin to the attacker on contact.""",NULL,NULL,"""Speed Boost""","""Its Speed stat is boosted every turn.""",NULL,NULL,50,50,35,"""Ruby / Sapphire""","""Hoenn""",45,90,20,65,20,65,305,0,1,0,0,0,0,1,225,"""Slow""",1250000,61,"""Water 2""",NULL,20,NULL,NULL
447,319,"""Sharpedo""","""Brutal Pokemon""",NULL,NULL,NULL,1.8,88.8,"""Water""","""Dark""","""Rough Skin""","""This Pokémon inflicts damage with its rough skin to the attacker on contact.""",NULL,NULL,"""Speed Boost""","""Its Speed stat is boosted every turn.""",NULL,NULL,50,50,35,"""Ruby / Sapphire""","""Hoenn""",70,120,40,95,40,95,460,0,2,0,0,0,0,2,60,"""Slow""",1250000,161,"""Water 2""",NULL,20,446,"""Level 30"""
448,320,"""Wailmer""","""Ball Whale Pokemon""",NULL,NULL,NULL,2.0,130.0,"""Water""",NULL,"""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",130,70,35,70,35,60,400,1,0,0,0,0,0,1,125,"""Fluctuating""",1640000,80,"""Field""","""Water 2""",40,NULL,NULL
449,321,"""Wailord""","""Float Whale Pokemon""",NULL,NULL,NULL,14.5,398.0,"""Water""",NULL,"""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",170,90,45,90,45,60,500,2,0,0,0,0,0,2,60,"""Fluctuating""",1640000,175,"""Field""","""Water 2""",40,448,"""Level 40"""
450,322,"""Numel""","""Numb Pokemon""",NULL,NULL,NULL,0.7,24.0,"""Fire""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Simple""","""The stat changes the Pokémon receives are doubled.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",60,60,40,65,45,35,305,0,0,0,1,0,0,1,255,"""Medium Fast""",1000000,61,"""Field""",NULL,20,NULL,NULL
451,323,"""Camerupt""","""Eruption Pokemon""",NULL,NULL,NULL,1.9,220.0,"""Fire""","""Ground""","""Magma Armor""","""The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.""","""Solid Rock""","""Reduces the power of supereffective attacks taken.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",70,100,70,105,75,40,460,0,1,0,1,0,0,2,150,"""Medium Fast""",1000000,161,"""Field""",NULL,20,450,"""Level 33"""
452,324,"""Torkoal""","""Coal Pokemon""",NULL,NULL,NULL,0.5,80.4,"""Fire""",NULL,"""White Smoke""","""The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.""","""Drought""","""Turns the sunlight harsh when the Pokémon enters a battle.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",70,85,140,85,70,20,470,0,0,2,0,0,0,2,90,"""Medium Fast""",1000000,165,"""Field""",NULL,20,NULL,NULL
453,325,"""Spoink""","""Bounce Pokemon""",NULL,NULL,NULL,0.7,30.6,"""Psychic""",NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",60,25,35,70,80,60,330,0,0,0,0,1,0,1,255,"""Fast""",800000,66,"""Field""",NULL,20,NULL,NULL
454,326,"""Grumpig""","""Manipulate Pokemon""",NULL,NULL,NULL,0.9,71.5,"""Psychic""",NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",80,45,65,90,110,80,470,0,0,0,0,2,0,2,60,"""Fast""",800000,165,"""Field""",NULL,20,453,"""Level 32"""
455,327,"""Spinda""","""Spot Panda Pokemon""",NULL,NULL,NULL,1.1,5.0,"""Normal""",NULL,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Contrary""","""Makes stat changes have an opposite effect.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",60,60,60,60,60,60,360,0,0,0,1,0,0,1,255,"""Fast""",800000,126,"""Field""","""Human-Like""",15,NULL,NULL
456,328,"""Trapinch""","""Ant Pit Pokemon""",NULL,NULL,NULL,0.7,15.0,"""Ground""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Arena Trap""","""Prevents opposing Pokémon from fleeing.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",45,100,45,45,45,10,290,0,1,0,0,0,0,1,255,"""Medium Slow""",1059860,58,"""Bug""","""Dragon""",20,NULL,NULL
457,329,"""Vibrava""","""Vibration Pokemon""",NULL,NULL,NULL,1.1,15.3,"""Ground""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",50,70,50,50,50,70,340,0,1,0,0,0,1,2,120,"""Medium Slow""",1059860,119,"""Bug""","""Dragon""",20,456,"""Level 35"""
458,330,"""Flygon""","""Mystic Pokemon""",NULL,NULL,NULL,2.0,82.0,"""Ground""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",80,100,80,80,80,100,520,0,1,0,0,0,2,3,45,"""Medium Slow""",1059860,234,"""Bug""","""Dragon""",20,457,"""Level 45"""
459,331,"""Cacnea""","""Cactus Pokemon""",NULL,NULL,NULL,0.4,51.3,"""Grass""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",NULL,NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",NULL,NULL,50,50,35,"""Ruby / Sapphire""","""Hoenn""",50,85,40,85,40,35,335,0,0,0,1,0,0,1,190,"""Medium Slow""",1059860,67,"""Grass""","""Human-Like""",20,NULL,NULL
460,332,"""Cacturne""","""Scarecrow Pokemon""",NULL,NULL,NULL,1.3,77.4,"""Grass""","""Dark""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",NULL,NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",NULL,NULL,50,50,35,"""Ruby / Sapphire""","""Hoenn""",70,115,60,115,60,55,475,0,1,0,1,0,0,2,60,"""Medium Slow""",1059860,166,"""Grass""","""Human-Like""",20,459,"""Level 32"""
461,333,"""Swablu""","""Cotton Bird Pokemon""",NULL,NULL,NULL,0.4,1.2,"""Normal""","""Flying""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""",NULL,NULL,"""Cloud Nine""","""Eliminates the effects of weather.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",45,40,60,40,75,50,310,0,0,0,0,1,0,1,255,"""Erratic""",600000,62,"""Flying""","""Dragon""",20,NULL,NULL
462,334,"""Altaria""","""Humming Pokemon""",NULL,NULL,NULL,1.1,20.6,"""Dragon""","""Flying""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""",NULL,NULL,"""Cloud Nine""","""Eliminates the effects of weather.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",75,70,90,70,105,80,490,0,0,0,0,2,0,2,45,"""Erratic""",600000,172,"""Flying""","""Dragon""",20,461,"""Level 35"""
463,335,"""Zangoose""","""Cat Ferret Pokemon""",NULL,NULL,NULL,1.3,40.3,"""Normal""",NULL,"""Immunity""","""The immune system of the Pokémon prevents it from getting poisoned.""",NULL,NULL,"""Toxic Boost""","""Powers up physical attacks when the Pokémon is poisoned.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",73,115,60,60,60,90,458,0,2,0,0,0,0,2,90,"""Erratic""",600000,160,"""Field""",NULL,20,NULL,NULL
464,336,"""Seviper""","""Fang Snake Pokemon""",NULL,NULL,NULL,2.7,52.5,"""Poison""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",73,100,60,100,60,65,458,0,1,0,1,0,0,2,90,"""Fluctuating""",1640000,160,"""Field""","""Dragon""",20,NULL,NULL
465,337,"""Lunatone""","""Meteorite Pokemon""",NULL,NULL,NULL,1.0,168.0,"""Rock""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,"""Ruby / Sapphire""","""Hoenn""",90,55,65,95,85,70,460,0,0,0,2,0,0,2,45,"""Fast""",800000,161,"""Mineral""",NULL,25,NULL,NULL
466,338,"""Solrock""","""Meteorite Pokemon""",NULL,NULL,NULL,1.2,154.0,"""Rock""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,"""Ruby / Sapphire""","""Hoenn""",90,95,85,55,65,70,460,0,2,0,0,0,0,2,45,"""Fast""",800000,161,"""Mineral""",NULL,25,NULL,NULL
467,339,"""Barboach""","""Whiskers Pokemon""",NULL,NULL,NULL,0.4,1.9,"""Water""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""","""Hydration""","""Heals status conditions if it's raining.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",50,48,43,46,41,60,288,1,0,0,0,0,0,1,190,"""Medium Fast""",1000000,58,"""Water 2""",NULL,20,NULL,NULL
468,340,"""Whiscash""","""Whiskers Pokemon""",NULL,NULL,NULL,0.9,23.6,"""Water""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""","""Hydration""","""Heals status conditions if it's raining.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",110,78,73,76,71,60,468,2,0,0,0,0,0,2,75,"""Medium Fast""",1000000,164,"""Water 2""",NULL,20,467,"""Level 30"""
469,341,"""Corphish""","""Ruffian Pokemon""",NULL,NULL,NULL,0.6,11.5,"""Water""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",43,80,65,50,35,35,308,0,1,0,0,0,0,1,205,"""Fluctuating""",1640000,62,"""Water 1""","""Water 3""",15,NULL,NULL
470,342,"""Crawdaunt""","""Rogue Pokemon""",NULL,NULL,NULL,1.1,32.8,"""Water""","""Dark""","""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",63,120,85,90,55,55,468,0,2,0,0,0,0,2,155,"""Fluctuating""",1640000,164,"""Water 1""","""Water 3""",15,469,"""Level 30"""
471,343,"""Baltoy""","""Clay Doll Pokemon""",NULL,NULL,NULL,0.5,21.5,"""Ground""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,"""Ruby / Sapphire""","""Hoenn""",40,40,55,40,70,55,300,0,0,0,0,1,0,1,255,"""Medium Fast""",1000000,60,"""Mineral""",NULL,20,NULL,NULL
472,344,"""Claydol""","""Clay Doll Pokemon""",NULL,NULL,NULL,1.5,107.9,"""Ground""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,"""Ruby / Sapphire""","""Hoenn""",60,70,105,70,120,75,500,0,0,0,0,2,0,2,90,"""Medium Fast""",1000000,175,"""Mineral""",NULL,20,471,"""Level 36"""
473,345,"""Lileep""","""Sea Lily Pokemon""",NULL,NULL,NULL,1.0,23.8,"""Rock""","""Grass""","""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""",NULL,NULL,"""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""",NULL,NULL,87.5,12.5,70,"""Ruby / Sapphire""","""Hoenn""",66,41,77,61,87,23,355,0,0,0,0,1,0,1,45,"""Erratic""",600000,71,"""Water 3""",NULL,30,NULL,NULL
474,346,"""Cradily""","""Barnacle Pokemon""",NULL,NULL,NULL,1.5,60.4,"""Rock""","""Grass""","""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""",NULL,NULL,"""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""",NULL,NULL,87.5,12.5,70,"""Ruby / Sapphire""","""Hoenn""",86,81,97,81,107,43,495,0,0,0,0,2,0,2,45,"""Erratic""",600000,173,"""Water 3""",NULL,30,473,"""Level 40"""
475,347,"""Anorith""","""Old Shrimp Pokemon""",NULL,NULL,NULL,0.7,12.5,"""Rock""","""Bug""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""",NULL,NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,87.5,12.5,70,"""Ruby / Sapphire""","""Hoenn""",45,95,50,40,50,75,355,0,1,0,0,0,0,1,45,"""Erratic""",600000,71,"""Water 3""",NULL,30,NULL,NULL
476,348,"""Armaldo""","""Plate Pokemon""",NULL,NULL,NULL,1.5,68.2,"""Rock""","""Bug""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""",NULL,NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,87.5,12.5,70,"""Ruby / Sapphire""","""Hoenn""",75,125,100,70,80,45,495,0,2,0,0,0,0,2,45,"""Erratic""",600000,173,"""Water 3""",NULL,30,475,"""Level 40"""
477,349,"""Feebas""","""Fish Pokemon""",NULL,NULL,NULL,0.6,7.4,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",20,15,20,10,55,80,200,0,0,0,0,0,1,1,255,"""Erratic""",600000,40,"""Water 1""","""Dragon""",20,NULL,NULL
478,350,"""Milotic""","""Tender Pokemon""",NULL,NULL,NULL,6.2,162.0,"""Water""",NULL,"""Marvel Scale""","""The Pokémon's marvelous scales boost the Defense stat if it has a status condition.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Cute Charm""","""Contact with the Pokémon may cause infatuation.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",95,60,79,100,125,81,540,0,0,0,0,2,0,2,60,"""Erratic""",600000,189,"""Water 1""","""Dragon""",20,477,"""Prism Scale"""
479,351,"""Castform""","""Weather Pokemon""",NULL,NULL,NULL,0.3,0.8,"""Normal""",NULL,"""Forecast""","""The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,"""Medium Fast""",1000000,147,"""Fairy""","""Amorphous""",25,NULL,NULL
480,352,"""Kecleon""","""Color Swap Pokemon""",NULL,NULL,NULL,1.0,22.0,"""Normal""",NULL,"""Color Change""","""The Pokémon's type becomes the type of the move used on it.""",NULL,NULL,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",60,90,70,60,120,40,440,0,0,0,0,1,0,1,200,"""Medium Slow""",1059860,154,"""Field""",NULL,20,NULL,NULL
481,353,"""Shuppet""","""Puppet Pokemon""",NULL,NULL,NULL,0.6,2.3,"""Ghost""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Cursed Body""","""May disable a move used on the Pokémon.""",NULL,NULL,50,50,35,"""Ruby / Sapphire""","""Hoenn""",44,75,35,63,33,45,295,0,1,0,0,0,0,1,225,"""Fast""",800000,59,"""Amorphous""",NULL,25,NULL,NULL
482,354,"""Banette""","""Marionette Pokemon""",NULL,NULL,NULL,1.1,12.5,"""Ghost""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Cursed Body""","""May disable a move used on the Pokémon.""",NULL,NULL,50,50,35,"""Ruby / Sapphire""","""Hoenn""",64,115,65,83,63,65,455,0,2,0,0,0,0,2,45,"""Fast""",800000,159,"""Amorphous""",NULL,25,481,"""Level 37"""
483,355,"""Duskull""","""Requiem Pokemon""",NULL,NULL,NULL,0.8,15.0,"""Ghost""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,50,50,35,"""Ruby / Sapphire""","""Hoenn""",20,40,90,30,90,25,295,0,0,0,0,1,0,1,190,"""Fast""",800000,59,"""Amorphous""",NULL,25,NULL,NULL
484,356,"""Dusclops""","""Beckon Pokemon""",NULL,NULL,NULL,1.6,30.6,"""Ghost""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",NULL,NULL,50,50,35,"""Ruby / Sapphire""","""Hoenn""",40,70,130,60,130,25,455,0,0,1,0,1,0,2,90,"""Fast""",800000,159,"""Amorphous""",NULL,25,483,"""Level 37"""
485,357,"""Tropius""","""Fruit Pokemon""",NULL,NULL,NULL,2.0,100.0,"""Grass""","""Flying""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Solar Power""","""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""","""Harvest""","""May create another Berry after one is used.""",NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",99,68,83,72,87,51,460,2,0,0,0,0,0,2,200,"""Slow""",1250000,161,"""Monster""","""Grass""",25,NULL,NULL
486,358,"""Chimecho""","""Wind Chime Pokemon""",NULL,NULL,NULL,0.6,1.0,"""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""Ruby / Sapphire""","""Hoenn""",75,50,80,95,90,65,455,0,0,0,1,1,0,2,45,"""Fast""",800000,159,"""Amorphous""",NULL,25,631,"""During The Night"""
