pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Flygon,330,458,Mystic Pokémon,2,82,Ground,Dragon,457,Level 45,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,80,100,80,80,80,100,520
Cacnea,331,459,Cactus Pokémon,0.4,51.3,Grass,,,,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50,85,40,85,40,35,335
Cacturne,332,460,Scarecrow Pokémon,1.3,77.4,Grass,Dark,459,Level 32,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,70,115,60,115,60,55,475
Swablu,333,461,Cotton Bird Pokémon,0.4,1.2,Normal,Flying,,,Natural Cure,All status conditions heal when the Pokémon switches out.,,,Cloud Nine,Eliminates the effects of weather.,45,40,60,40,75,50,310
Altaria,334,462,Humming Pokémon,1.1,20.6,Dragon,Flying,461,Level 35,Natural Cure,All status conditions heal when the Pokémon switches out.,,,Cloud Nine,Eliminates the effects of weather.,75,70,90,70,105,80,490
Zangoose,335,463,Cat Ferret Pokémon,1.3,40.3,Normal,,,,Immunity,The immune system of the Pokémon prevents it from getting poisoned.,,,Toxic Boost,Powers up physical attacks when the Pokémon is poisoned.,73,115,60,60,60,90,458
Seviper,336,464,Fang Snake Pokémon,2.7,52.5,Poison,,,,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,,,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",73,100,60,100,60,65,458
Lunatone,337,465,Meteorite Pokémon,1,168,Rock,Psychic,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,90,55,65,95,85,70,460
Solrock,338,466,Meteorite Pokémon,1.2,154,Rock,Psychic,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,90,95,85,55,65,70,460
Barboach,339,467,Whiskers Pokémon,0.4,1.9,Water,Ground,,,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Hydration,Heals status conditions if it's raining.,50,48,43,46,41,60,288
Whiscash,340,468,Whiskers Pokémon,0.9,23.6,Water,Ground,467,Level 30,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Hydration,Heals status conditions if it's raining.,110,78,73,76,71,60,468
Corphish,341,469,Ruffian Pokémon,0.6,11.5,Water,,,,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Adaptability,Powers up moves of the same type as the Pokémon.,43,80,65,50,35,35,308
Crawdaunt,342,470,Rogue Pokémon,1.1,32.8,Water,Dark,469,Level 30,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Adaptability,Powers up moves of the same type as the Pokémon.,63,120,85,90,55,55,468
Baltoy,343,471,Clay Doll Pokémon,0.5,21.5,Ground,Psychic,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,40,40,55,40,70,55,300
Claydol,344,472,Clay Doll Pokémon,1.5,107.9,Ground,Psychic,471,Level 36,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,60,70,105,70,120,75,500
Lileep,345,473,Sea Lily Pokémon,1,23.8,Rock,Grass,,,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,,,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",66,41,77,61,87,23,355
Cradily,346,474,Barnacle Pokémon,1.5,60.4,Rock,Grass,473,Level 40,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,,,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",86,81,97,81,107,43,495
Anorith,347,475,Old Shrimp Pokémon,0.7,12.5,Rock,Bug,,,Battle Armor,Hard armor protects the Pokémon from critical hits.,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,45,95,50,40,50,75,355
Armaldo,348,476,Plate Pokémon,1.5,68.2,Rock,Bug,475,Level 40,Battle Armor,Hard armor protects the Pokémon from critical hits.,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,75,125,100,70,80,45,495
Feebas,349,477,Fish Pokémon,0.6,7.4,Water,,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Adaptability,Powers up moves of the same type as the Pokémon.,20,15,20,10,55,80,200
Milotic,350,478,Tender Pokémon,6.2,162,Water,,477,Prism Scale,Marvel Scale,The Pokémon's marvelous scales boost the Defense stat if it has a status condition.,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Cute Charm,Contact with the Pokémon may cause infatuation.,95,60,79,100,125,81,540
Castform,351,479,Weather Pokémon,0.3,0.8,Normal,,,,Forecast,"The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.",,,,,70,70,70,70,70,70,420
Kecleon,352,480,Color Swap Pokémon,1,22,Normal,,,,Color Change,The Pokémon's type becomes the type of the move used on it.,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,60,90,70,60,120,40,440
Shuppet,353,481,Puppet Pokémon,0.6,2.3,Ghost,,,,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Cursed Body,May disable a move used on the Pokémon.,44,75,35,63,33,45,295
Banette,354,482,Marionette Pokémon,1.1,12.5,Ghost,,481,Level 37,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Cursed Body,May disable a move used on the Pokémon.,64,115,65,83,63,65,455
Duskull,355,483,Requiem Pokémon,0.8,15,Ghost,,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",20,40,90,30,90,25,295
Dusclops,356,484,Beckon Pokémon,1.6,30.6,Ghost,,483,Level 37,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",40,70,130,60,130,25,455
Tropius,357,485,Fruit Pokémon,2,100,Grass,Flying,,,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",Harvest,May create another Berry after one is used.,99,68,83,72,87,51,460
Chimecho,358,486,Wind Chime Pokémon,0.6,1,Psychic,,631,During The Night,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,75,50,80,95,90,65,455
Absol,359,487,Disaster Pokémon,1.2,47,Dark,,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",65,130,60,75,60,75,465
Wynaut,360,488,Bright Pokémon,0.6,14,Psychic,,,,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,,,Telepathy,Anticipates an ally's attack and dodges it.,95,23,48,23,48,23,260
Snorunt,361,489,Snow Hat Pokémon,0.7,16.8,Ice,,,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Moody,Raises one stat sharply and lowers another every turn.,50,50,50,50,50,50,300
Glalie,362,490,Face Pokémon,1.5,256.5,Ice,,489,Level 42,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Moody,Raises one stat sharply and lowers another every turn.,80,80,80,80,80,80,480
Spheal,363,491,Clap Pokémon,0.8,39.5,Ice,Water,,,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",70,40,50,55,50,25,290
Sealeo,364,492,Ball Roll Pokémon,1.1,87.6,Ice,Water,491,Level 32,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",90,60,70,75,70,45,410
Walrein,365,493,Ice Break Pokémon,1.4,150.6,Ice,Water,492,Level 44,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",110,80,90,95,90,65,530
Clamperl,366,494,Bivalve Pokémon,0.4,52.5,Water,,,,Shell Armor,A hard shell protects the Pokémon from critical hits.,,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",35,64,85,74,55,32,345
Huntail,367,495,Deep Sea Pokémon,1.7,27,Water,,494,Deep Sea Tooth,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",55,104,105,94,75,52,485
Gorebyss,368,496,South Sea Pokémon,1.8,22.6,Water,,494,Deep Sea Scale,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Hydration,Heals status conditions if it's raining.,55,84,105,114,75,52,485
Relicanth,369,497,Longevity Pokémon,1,23.4,Water,Rock,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",100,90,130,45,65,55,485
Luvdisc,370,498,Rendezvous Pokémon,0.6,8.7,Water,,,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Hydration,Heals status conditions if it's raining.,43,30,55,40,65,97,330
Bagon,371,499,Rock Head Pokémon,0.6,42.1,Dragon,,,,Rock Head,Protects the Pokémon from recoil damage.,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,45,75,60,40,30,50,300
Shelgon,372,500,Endurance Pokémon,1.1,110.5,Dragon,,499,Level 30,Rock Head,Protects the Pokémon from recoil damage.,,,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",65,95,100,60,50,50,420
Salamence,373,501,Dragon Pokémon,1.5,102.6,Dragon,Flying,500,Level 50,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",95,135,80,110,80,100,600
Beldum,374,502,Iron Ball Pokémon,0.6,95.2,Steel,Psychic,,,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,Light Metal,Halves the Pokémon's weight.,40,55,80,35,60,30,300
Metang,375,503,Iron Claw Pokémon,1.2,202.5,Steel,Psychic,502,Level 20,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,Light Metal,Halves the Pokémon's weight.,60,75,100,55,80,50,420
Metagross,376,504,Iron Leg Pokémon,1.6,550,Steel,Psychic,503,Level 45,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,Light Metal,Halves the Pokémon's weight.,80,135,130,95,90,70,600
Regirock,377,505,Rock Peak Pokémon,1.7,230,Rock,,,,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",80,100,200,50,100,50,580
Regice,378,506,Iceberg Pokémon,1.8,175,Ice,,,,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,Ice Body,The Pokémon gradually regains HP in a hailstorm.,80,50,100,100,200,50,580
Registeel,379,507,Iron Pokémon,1.9,205,Steel,,,,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,,,Light Metal,Halves the Pokémon's weight.,80,75,150,75,150,50,580
Latias,380,508,Eon Pokémon,1.4,40,Dragon,Psychic,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,80,80,90,110,130,110,600
Latios,381,509,Eon Pokémon,2,60,Dragon,Psychic,,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,80,90,80,130,110,110,600
Kyogre,382,510,Sea Basin Pokémon,4.5,352,Water,,,,Drizzle,The Pokémon makes it rain when it enters a battle.,,,,,100,100,90,150,140,90,670
Groudon,383,511,Continent Pokémon,3.5,950,Ground,,,,Drought,Turns the sunlight harsh when the Pokémon enters a battle.,,,,,100,150,140,100,90,90,670
Rayquaza,384,512,Sky High Pokémon,7,206.5,Dragon,Flying,,,Air Lock,Eliminates the effects of weather.,,,,,105,150,90,150,90,95,680
Jirachi,385,513,Wish Pokémon,0.3,1.1,Steel,Psychic,,,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,,,,,100,100,100,100,100,100,600
Deoxys,386,514,DNA Pokémon,1.7,60.8,Psychic,,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,50,150,50,150,50,150,600
Turtwig,387,591,Tiny Leaf Pokémon,0.4,10.2,Grass,,,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Shell Armor,A hard shell protects the Pokémon from critical hits.,55,68,64,45,55,31,318
Grotle,388,592,Grove Pokémon,1.1,97,Grass,,591,Level 18,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Shell Armor,A hard shell protects the Pokémon from critical hits.,75,89,85,55,65,36,405
Torterra,389,593,Continent Pokémon,2.2,310,Grass,Ground,592,Level 32,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Shell Armor,A hard shell protects the Pokémon from critical hits.,95,109,105,75,85,56,525
Piplup,393,594,Penguin Pokémon,0.4,5.2,Water,,,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,53,51,53,61,56,40,314
Prinplup,394,595,Penguin Pokémon,0.8,23,Water,,594,Level 16,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,64,66,68,81,76,50,405
Empoleon,395,596,Emperor Pokémon,1.7,84.5,Water,Steel,595,Level 36,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,84,86,88,111,101,60,530
Starly,396,597,Starling Pokémon,0.3,2,Normal,Flying,,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,,,Reckless,Powers up moves that have recoil damage.,40,55,30,30,30,60,245
Staravia,397,598,Starling Pokémon,0.6,15.5,Normal,Flying,597,Level 14,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,Reckless,Powers up moves that have recoil damage.,55,75,50,40,40,80,340
Staraptor,398,599,Predator Pokémon,1.2,24.9,Normal,Flying,598,Level 34,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,Reckless,Powers up moves that have recoil damage.,85,120,70,50,60,100,485
Bidoof,399,600,Plump Mouse Pokémon,0.5,20,Normal,,,,Simple,The stat changes the Pokémon receives are doubled.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Moody,Raises one stat sharply and lowers another every turn.,59,45,40,35,40,31,250
Bibarel,400,601,Beaver Pokémon,1,31.5,Normal,Water,600,Level 15,Simple,The stat changes the Pokémon receives are doubled.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Moody,Raises one stat sharply and lowers another every turn.,79,85,60,55,60,71,410
